timeStamp,unixtime,input
2022-10-12 17:38:28,1665589108,0.0
2022-10-12 17:39:14,1665589154,0.0
2022-10-12 17:39:29,1665589169,0.10223450369875066
2022-10-12 17:39:59,1665589199,0.0
2022-10-12 17:40:29,1665589229,0.0
2022-10-12 17:40:44,1665589244,0.07933879204763408
2022-10-12 17:42:59,1665589379,0.0
2022-10-12 17:43:30,1665589410,0.08473074878873543
2022-10-12 17:43:45,1665589425,-0.08473074878873543
2022-10-12 17:44:00,1665589440,0.0
2022-10-12 17:47:15,1665589635,0.0
2022-10-12 17:48:15,1665589695,0.0
2022-10-12 17:49:01,1665589741,0.06163233232153588
2022-10-12 17:49:46,1665589786,-0.06163233232153588
2022-10-12 17:50:16,1665589816,-0.07704041540191985
2022-10-12 17:50:31,1665589831,0.07704041540191985
2022-10-12 17:52:18,1665589938,0.0
2022-10-12 17:53:21,1665590001,0.08474445694211183
2022-10-12 17:53:37,1665590017,-0.08474445694211183
2022-10-12 17:53:52,1665590032,0.0
2022-10-12 17:54:37,1665590077,0.0
